"sample_index","seed_slot","rho","steps","guidance","resolution","mask_edit_area_ratio","roi_bbox","roi_x0","roi_x1","roi_y0","roi_y1","roi_uses_full_image","dino_denominator_global","dino_denominator_roi","dino_degenerate_global","dino_degenerate_roi","dino_progress_global","dino_progress_roi","preserve_l1_vs_source","preserve_l1_vs_rho1","preserve_lpips_vs_source","preserve_lpips_vs_rho1","edit_l1_vs_rho1","edit_lpips_vs_rho1","leakage_ratio_l1","leakage_ratio_lpips","source_conditioning_unchanged","coupling_step_indices","coupling_sigmas","coupling_diffusion_coefficients"
"0","2","1.0","28","3.5","1024","0.41428375244140625","[0, 0, 1024, 1024]","0","1024","0","1024","False","0.02204911969602108","0.02204911969602108","False","False","-0.46247249841690063","-0.46247249841690063","0.018840398639440536","0.0","0.1962922066450119","0.0","0.0","0.0","","","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"0","2","0.75","28","3.5","1024","0.41428375244140625","[0, 0, 1024, 1024]","0","1024","0","1024","False","0.02204911969602108","0.02204911969602108","False","False","-0.4729936122894287","-0.4729936122894287","0.018388528376817703","0.002978259464725852","0.19078536331653595","0.021289031952619553","0.01880183443427086","0.06837526708841324","0.15840251604769484","0.3113556954963647","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"0","2","0.5","28","3.5","1024","0.41428375244140625","[0, 0, 1024, 1024]","0","1024","0","1024","False","0.02204911969602108","0.02204911969602108","False","False","-0.4268198609352112","-0.4268198609352112","0.018238641321659088","0.0036746645346283913","0.18572010099887848","0.030062329024076462","0.02742399275302887","0.1017032116651535","0.13399446345309818","0.29558875846679983","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"0","2","0.25","28","3.5","1024","0.41428375244140625","[0, 0, 1024, 1024]","0","1024","0","1024","False","0.02204911969602108","0.02204911969602108","False","False","-0.4602038860321045","-0.4602038860321045","0.01826627179980278","0.003689770121127367","0.18581420183181763","0.030345065519213676","0.027933858335018158","0.10175781697034836","0.13208947922554057","0.2982086628879767","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"0","2","0.0","28","3.5","1024","0.41428375244140625","[0, 0, 1024, 1024]","0","1024","0","1024","False","0.02204911969602108","0.02204911969602108","False","False","-0.459950715303421","-0.459950715303421","0.018477527424693108","0.0036723255179822445","0.18727543950080872","0.030829163268208504","0.028169728815555573","0.1017887219786644","0.13036420188441203","0.3028740280866305","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","0","1.0","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.2855173647403717","0.2373531609773636","0.026745066046714783","0.0","0.273989737033844","0.0","0.0","0.0","","","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","0","0.75","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.2822038531303406","0.23922228813171387","0.026353048160672188","0.0016400263411924243","0.28037208318710327","0.0025783530436456203","0.011183190159499645","0.010756556876003742","0.1466508975786589","0.23970036846956552","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","0","0.5","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.28472504019737244","0.23235134780406952","0.026097102090716362","0.0023909343872219324","0.2844470143318176","0.0035116486251354218","0.016512129455804825","0.01865559071302414","0.14479858249873256","0.18823562313294015","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","0","0.25","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.2851393222808838","0.2350458800792694","0.02608131617307663","0.0026504183188080788","0.28734591603279114","0.00397994602099061","0.019088491797447205","0.02287287823855877","0.1388489440885576","0.1740027747908669","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","0","0.0","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.285608172416687","0.2308465838432312","0.026743723079562187","0.002513665007427335","0.2922242283821106","0.004843801259994507","0.019278138875961304","0.024337636306881905","0.13038933476448686","0.19902504946112373","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","1","1.0","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.3025781810283661","0.23426152765750885","0.02223471738398075","0.0","0.2827005684375763","0.0","0.0","0.0","","","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","1","0.75","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.2987865209579468","0.23244407773017883","0.022048458456993103","0.0009899081196635962","0.28053227066993713","0.0017621604492887855","0.005619375966489315","0.005226996261626482","0.1761594817595412","0.3371261408706359","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","1","0.5","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.3028486967086792","0.23486459255218506","0.021987836807966232","0.0009572596754878759","0.28038299083709717","0.0017968120519071817","0.006016305182129145","0.005575142335146666","0.1591106261073753","0.3222893194468942","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","1","0.25","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.3012685775756836","0.2489524483680725","0.018497750163078308","0.007404020521789789","0.3082320988178253","0.009463940747082233","0.028588511049747467","0.0349065363407135","0.25898578345154344","0.2711222317644154","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","1","0.0","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.3022218644618988","0.2566370368003845","0.017590314149856567","0.009591590613126755","0.3166688084602356","0.012594053521752357","0.03342272713780403","0.04171232879161835","0.2869780106153493","0.3019263337083127","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","2","1.0","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.2900112569332123","0.2302454113960266","0.02143755927681923","0.0","0.29213231801986694","0.0","0.0","0.0","","","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","2","0.75","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.3007914423942566","0.2308545857667923","0.02160605788230896","0.0016176649369299412","0.3007531464099884","0.00279696355573833","0.01567092351615429","0.015674399212002754","0.10322709462473187","0.17844140202723183","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","2","0.5","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.30002260208129883","0.2278103083372116","0.021379830315709114","0.0017017349600791931","0.2998713552951813","0.0027956045232713223","0.015903109684586525","0.01592382788658142","0.10700636062800513","0.1755609761405007","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","2","0.25","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.29375767707824707","0.22616036236286163","0.021309170871973038","0.0014597170520573854","0.29838982224464417","0.0024480021093040705","0.012769307009875774","0.012102500535547733","0.11431441876871269","0.20227225600124457","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"1","2","0.0","28","3.5","1024","0.47539710998535156","[0, 478, 1024, 1024]","0","1024","478","1024","False","0.639535665512085","1.0100733041763306","False","False","0.2878904938697815","0.23117175698280334","0.021746542304754257","0.0011296224547550082","0.29658305644989014","0.002268391428515315","0.008846048265695572","0.010740657337009907","0.12769783114990427","0.21119650738077997","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","0","1.0","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.2695547044277191","0.2695547044277191","0.030839862301945686","0.0","0.20323438942432404","0.0","0.0","0.0","","","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","0","0.75","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.293151319026947","0.293151319026947","0.031190792098641396","0.002075164346024394","0.20517098903656006","0.0031179909128695726","0.014380689710378647","0.03107127547264099","0.14430204286421017","0.10034959498586044","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","0","0.5","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.2741085886955261","0.2741085886955261","0.031136440113186836","0.0017715806607156992","0.2043152004480362","0.0018317741341888905","0.006196082569658756","0.006753798574209213","0.2859190111830862","0.2712209139571843","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","0","0.25","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.32590049505233765","0.32590049505233765","0.03149239718914032","0.002403486054390669","0.2079516500234604","0.004714324604719877","0.014977441169321537","0.036568619310855865","0.16047363648320573","0.12891718102544164","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","0","0.0","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.20170257985591888","0.20170257985591888","0.031966682523489","0.0047819288447499275","0.2062547206878662","0.013213862664997578","0.03848176822066307","0.09856976568698883","0.12426475765566976","0.13405592711257233","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","1","1.0","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.2723524272441864","0.2723524272441864","0.03121454454958439","0.0","0.19850945472717285","0.0","0.0","0.0","","","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","1","0.75","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.312837690114975","0.312837690114975","0.03108481876552105","0.0020216137636452913","0.19859744608402252","0.003221232444047928","0.010364964604377747","0.024315159767866135","0.1950428091537671","0.13247830365983987","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","1","0.5","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.3113466203212738","0.3113466203212738","0.031051602214574814","0.0019767959602177143","0.19747233390808105","0.0030226034577935934","0.01079540979117155","0.023880301043391228","0.18311432055975532","0.12657303551454727","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","1","0.25","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.3165628910064697","0.3165628910064697","0.031009308993816376","0.0021363829728215933","0.1989806741476059","0.0034945965744554996","0.013859177939593792","0.033416178077459335","0.15414921726533784","0.1045779538454524","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","1","0.0","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.3250994384288788","0.3250994384288788","0.03101537376642227","0.0024362148251384497","0.19957302510738373","0.004378961399197578","0.016268059611320496","0.042447272688150406","0.14975438901756086","0.10316234919838603","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","2","1.0","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.3096850514411926","0.3096850514411926","0.031182290986180305","0.0","0.20524419844150543","0.0","0.0","0.0","","","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","2","0.75","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.31530866026878357","0.31530866026878357","0.03129877522587776","0.0015901562292128801","0.2047906219959259","0.0017286507645621896","0.0050929090939462185","0.006044541019946337","0.3122288416289678","0.2859849737156386","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","2","0.5","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.313923180103302","0.313923180103302","0.03124249540269375","0.001610641134902835","0.20477478206157684","0.0018817789386957884","0.004975564312189817","0.007356091868132353","0.32370959287189705","0.2558119738455382","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","2","0.25","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.31442078948020935","0.31442078948020935","0.03129776194691658","0.0015918363351374865","0.20509235560894012","0.001776723307557404","0.005161051172763109","0.00791972503066063","0.3084319836273623","0.22434125645352526","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"2","2","0.0","28","3.5","1024","0.7262105941772461","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.14941483736038208","0.14941483736038208","False","False","0.3216373026371002","0.3216373026371002","0.031320489943027496","0.00187698844820261","0.20573772490024567","0.002393134171143174","0.006474585272371769","0.010086427442729473","0.28990050640107934","0.23726258004685274","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","0","1.0","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.356965035200119","0.356965035200119","0.30894947052001953","0.0","0.41224268078804016","0.0","0.0","0.0","","","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","0","0.75","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.36306244134902954","0.36306244134902954","0.3275446593761444","0.04470233619213104","0.384742796421051","0.04450400546193123","0.010421834886074066","0.03579830750823021","4.289292028502884","1.2431870702219325","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","0","0.5","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.36658844351768494","0.36658844351768494","0.3405725657939911","0.060200951993465424","0.38149577379226685","0.0698869600892067","0.013395027257502079","0.05491309612989426","4.494272829271082","1.2726826984416528","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","0","0.25","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.3724008798599243","0.3724008798599243","0.3472420573234558","0.0656895563006401","0.3838825523853302","0.07971213757991791","0.014635466039180756","0.06318417936563492","4.48837852112101","1.2615836078649185","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","0","0.0","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.37992188334465027","0.37992188334465027","0.3422648012638092","0.06188250333070755","0.38523659110069275","0.0746772289276123","0.014167402870953083","0.059061914682388306","4.367946631779394","1.2643886789872991","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","1","1.0","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.30969592928886414","0.30969592928886414","0.33077090978622437","0.0","0.39693567156791687","0.0","0.0","0.0","","","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","1","0.75","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.5298510789871216","0.5298510789871216","0.5270519852638245","0.2607593238353729","0.8088110089302063","0.7220520377159119","0.10668729245662689","0.6662263870239258","2.44414581520967","1.0837937988367956","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","1","0.5","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.3847300112247467","0.3847300112247467","0.3767162263393402","0.17237018048763275","0.601975679397583","0.4406184256076813","0.04846011474728584","0.44063565135002136","3.556948757076546","0.9999608843680803","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","1","0.25","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.35669437050819397","0.35669437050819397","0.35806214809417725","0.18365420401096344","0.5972328186035156","0.44848260283470154","0.05407726764678955","0.4574405252933502","3.3961436670410237","0.9804172744487891","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","1","0.0","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.29558542370796204","0.29558542370796204","0.2965673506259918","0.034912701696157455","0.3776679039001465","0.012643581256270409","0.0072004771791398525","0.011374328285455704","4.848658268193461","1.1115882910250416","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","2","1.0","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.33777979016304016","0.33777979016304016","0.2734072208404541","0.0","0.4457728862762451","0.0","0.0","0.0","","","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
"3","2","0.75","28","3.5","1024","0.8979330062866211","[0, 0, 1024, 1024]","0","1024","0","1024","True","0.07866910099983215","0.07866910099983215","False","False","0.3324626684188843","0.3324626684188843","0.2723672688007355","0.03312263637781143","0.4181477725505829","0.0282527394592762","0.008770567364990711","0.02186020277440548","3.7765628190027956","1.292427468608872","True","[1, 2, 3]","[0.988408625125885, 0.9762224555015564, 0.9633944034576416]","[1.4416153397058284, 1.0263281705019067, 0.843648175695709]"
